datetime,symbol,open,high,low,close,volume
2025-11-19 23:00:00,OANDA:USDCAD,1.40484,1.41072,1.40406,1.40972,123899.0
2025-11-20 23:00:00,OANDA:USDCAD,1.40967,1.41311,1.40818,1.41038,140272.0
2025-11-23 23:00:00,OANDA:USDCAD,1.40997,1.4119,1.40914,1.41072,89954.0
2025-11-24 23:00:00,OANDA:USDCAD,1.41082,1.41251,1.40898,1.41,110858.0
2025-11-25 23:00:00,OANDA:USDCAD,1.4098,1.41052,1.40348,1.40436,113165.0
2025-11-26 23:00:00,OANDA:USDCAD,1.40473,1.405,1.4028,1.40302,75401.0
2025-11-27 23:00:00,OANDA:USDCAD,1.40317,1.40518,1.39384,1.39761,362551.0
2025-11-30 23:00:00,OANDA:USDCAD,1.39794,1.4002,1.39548,1.39976,122899.0
2025-12-01 23:00:00,OANDA:USDCAD,1.39968,1.40148,1.39674,1.39677,95702.0
2025-12-02 23:00:00,OANDA:USDCAD,1.3969,1.39756,1.39386,1.39502,99287.0
2025-12-03 23:00:00,OANDA:USDCAD,1.39486,1.39776,1.39254,1.39577,118926.0
2025-12-04 23:00:00,OANDA:USDCAD,1.39556,1.39608,1.38168,1.38171,91670.0
2025-12-07 23:00:00,OANDA:USDCAD,1.38323,1.38598,1.37999,1.38577,93290.0
2025-12-08 23:00:00,OANDA:USDCAD,1.38546,1.38608,1.38237,1.38452,96615.0
2025-12-09 23:00:00,OANDA:USDCAD,1.38472,1.38724,1.3784,1.37938,127525.0
2025-12-10 23:00:00,OANDA:USDCAD,1.37918,1.3823,1.3757,1.37708,117301.0
2025-12-11 23:00:00,OANDA:USDCAD,1.37716,1.3795,1.37536,1.37708,101524.0
2025-12-14 23:00:00,OANDA:USDCAD,1.37698,1.37886,1.3748,1.37673,105745.0
2025-12-15 23:00:00,OANDA:USDCAD,1.37698,1.37814,1.373,1.37528,123467.0
2025-12-16 23:00:00,OANDA:USDCAD,1.3756,1.37982,1.37527,1.37876,106787.0
2025-12-17 23:00:00,OANDA:USDCAD,1.37846,1.37962,1.3756,1.3778,117394.0
2025-12-18 23:00:00,OANDA:USDCAD,1.37748,1.3806,1.37552,1.38018,92263.0
2025-12-21 23:00:00,OANDA:USDCAD,1.37953,1.38052,1.3736,1.37472,94366.0
2025-12-22 23:00:00,OANDA:USDCAD,1.37519,1.37538,1.36862,1.36878,95073.0
2025-12-23 23:00:00,OANDA:USDCAD,1.36904,1.36924,1.3665,1.36785,75153.0
2025-12-25 23:00:00,OANDA:USDCAD,1.36825,1.36852,1.36426,1.36714,113892.0
2025-12-28 23:00:00,OANDA:USDCAD,1.36649,1.37014,1.36576,1.36888,100195.0
2025-12-29 23:00:00,OANDA:USDCAD,1.369,1.3709,1.3679,1.36968,84744.0
2025-12-30 23:00:00,OANDA:USDCAD,1.3696,1.37284,1.36886,1.37254,105818.0
2026-01-01 23:00:00,OANDA:USDCAD,1.3722,1.37478,1.37006,1.37322,88159.0
2026-01-04 23:00:00,OANDA:USDCAD,1.37435,1.38154,1.37361,1.37734,129047.0
2026-01-05 23:00:00,OANDA:USDCAD,1.3771,1.38171,1.37517,1.38146,102586.0
2026-01-06 23:00:00,OANDA:USDCAD,1.38128,1.38618,1.37904,1.38609,98913.0
2026-01-07 23:00:00,OANDA:USDCAD,1.38579,1.38884,1.38506,1.38664,100621.0
2026-01-08 23:00:00,OANDA:USDCAD,1.3863,1.39202,1.38618,1.39144,103289.0
2026-01-11 23:00:00,OANDA:USDCAD,1.39152,1.39182,1.38674,1.38804,101287.0
2026-01-12 23:00:00,OANDA:USDCAD,1.38784,1.38984,1.38552,1.38908,98744.0
2026-01-13 23:00:00,OANDA:USDCAD,1.38896,1.38981,1.38664,1.38836,102836.0
2026-01-14 23:00:00,OANDA:USDCAD,1.388,1.39199,1.38785,1.38944,83918.0
2026-01-15 23:00:00,OANDA:USDCAD,1.38921,1.39288,1.38846,1.39154,107802.0
2026-01-18 23:00:00,OANDA:USDCAD,1.39108,1.39187,1.38598,1.38698,85459.0
2026-01-19 23:00:00,OANDA:USDCAD,1.38679,1.38792,1.38144,1.38368,133982.0
2026-01-20 23:00:00,OANDA:USDCAD,1.3837,1.3843,1.37854,1.38321,136723.0
2026-01-21 23:00:00,OANDA:USDCAD,1.38335,1.3845,1.37832,1.37872,119314.0
2026-01-22 23:00:00,OANDA:USDCAD,1.3788,1.37998,1.3694,1.3703,121027.0
2026-01-25 23:00:00,OANDA:USDCAD,1.37001,1.37202,1.36716,1.37086,153523.0
2026-01-26 23:00:00,OANDA:USDCAD,1.3707,1.37394,1.3559,1.35772,162995.0
2026-01-27 23:00:00,OANDA:USDCAD,1.3579,1.3615,1.35357,1.3559,206448.0
2026-01-28 23:00:00,OANDA:USDCAD,1.35578,1.35781,1.3485,1.34894,243776.0
2026-01-29 23:00:00,OANDA:USDCAD,1.34908,1.3624,1.34818,1.36197,287585.0
2026-02-01 23:00:00,OANDA:USDCAD,1.36132,1.37028,1.36088,1.3682,262827.0
2026-02-02 23:00:00,OANDA:USDCAD,1.36782,1.3686,1.36325,1.36424,210171.0
2026-02-03 23:00:00,OANDA:USDCAD,1.3639,1.36844,1.36288,1.36636,179702.0
2026-02-04 23:00:00,OANDA:USDCAD,1.36634,1.37114,1.36526,1.37108,189759.0
2026-02-05 23:00:00,OANDA:USDCAD,1.37074,1.37248,1.36246,1.36742,139636.0
2026-02-08 23:00:00,OANDA:USDCAD,1.3674,1.36744,1.35529,1.35567,132518.0
2026-02-09 23:00:00,OANDA:USDCAD,1.35635,1.35768,1.35233,1.35535,109159.0
2026-02-10 23:00:00,OANDA:USDCAD,1.35539,1.36192,1.35044,1.35762,163813.0
