datetime,symbol,open,high,low,close,volume
2025-12-07 23:00:00,OANDA:EURUSD,1.16401,1.17628,1.16151,1.17403,592800.0
2025-12-14 23:00:00,OANDA:EURUSD,1.1733,1.18042,1.17024,1.17096,570149.0
2025-12-21 23:00:00,OANDA:EURUSD,1.17196,1.1808,1.17064,1.1771,399342.0
2025-12-28 23:00:00,OANDA:EURUSD,1.1768,1.17891,1.17132,1.17196,390162.0
2026-01-04 23:00:00,OANDA:EURUSD,1.17239,1.17429,1.16182,1.16364,547255.0
2026-01-11 23:00:00,OANDA:EURUSD,1.1633,1.16985,1.15845,1.15988,514526.0
2026-01-18 23:00:00,OANDA:EURUSD,1.15802,1.18339,1.15782,1.18277,644392.0
2026-01-25 23:00:00,OANDA:EURUSD,1.18635,1.20831,1.1835,1.18506,1111461.0
2026-02-01 23:00:00,OANDA:EURUSD,1.1851,1.18748,1.17656,1.18168,820246.0
2026-02-08 23:00:00,OANDA:EURUSD,1.18126,1.19288,1.18097,1.18678,713851.0
2026-02-15 23:00:00,OANDA:EURUSD,1.18709,1.18728,1.1742,1.17818,573015.0
2026-02-22 23:00:00,OANDA:EURUSD,1.17963,1.18348,1.17662,1.18172,568481.0
2026-03-01 23:00:00,OANDA:EURUSD,1.17685,1.17958,1.15303,1.16168,1120965.0
2026-03-08 22:00:00,OANDA:EURUSD,1.1549,1.16672,1.1411,1.14164,1095866.0
2026-03-15 22:00:00,OANDA:EURUSD,1.1424,1.16164,1.14143,1.15711,899703.0
2026-03-22 22:00:00,OANDA:EURUSD,1.15378,1.16399,1.14846,1.15114,1136268.0
2026-03-29 23:00:00,OANDA:EURUSD,1.15029,1.16272,1.14432,1.15222,837656.0
2026-04-05 23:00:00,OANDA:EURUSD,1.15238,1.17396,1.15053,1.1725,906831.0
2026-04-12 23:00:00,OANDA:EURUSD,1.16666,1.18492,1.1664,1.17638,663511.0
2026-04-19 23:00:00,OANDA:EURUSD,1.17408,1.17911,1.16692,1.17186,719381.0
2026-04-26 23:00:00,OANDA:EURUSD,1.16999,1.17852,1.16551,1.17212,728854.0
2026-05-03 23:00:00,OANDA:EURUSD,1.17478,1.17967,1.16766,1.17852,747612.0
2026-05-10 23:00:00,OANDA:EURUSD,1.17524,1.17878,1.1617,1.16252,570638.0
2026-05-17 23:00:00,OANDA:EURUSD,1.16196,1.16618,1.15763,1.16023,717072.0
2026-05-24 23:00:00,OANDA:EURUSD,1.16394,1.16859,1.15864,1.16621,511612.0
2026-05-31 23:00:00,OANDA:EURUSD,1.16543,1.16648,1.1518,1.15226,535055.0
